User_ID,Start_DateTime,End_DateTime,Type,Location
user132@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Sydney CBD
user065@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Canberra
user074@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Parramatta
user070@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Sydney CBD
user103@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Canberra
user048@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Sydney CBD
user095@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Canberra
user187@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Geelong
user155@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Canberra
user083@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Sydney CBD
user170@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Sydney CBD
user155@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Canberra
user090@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Canberra
user158@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Sydney CBD
user020@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Geelong
user192@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Gold Coast
user156@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Parramatta
user018@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta
user093@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Sydney CBD
user155@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Geelong
user095@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Canberra
user147@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Geelong
user102@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Sydney CBD
user064@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Sydney CBD
user128@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Parramatta
user031@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Gold Coast
user055@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Canberra
user052@example.com,10/02/2027 17:30,10/02/2027 18:00,Online,Canberra
user116@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Geelong
user023@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Canberra
user182@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Sydney CBD
user075@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Gold Coast
user093@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Parramatta
user052@example.com,10/02/2027 16:00,10/02/2027 16:30,In-Person,Geelong
user007@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Canberra
user095@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Gold Coast
user157@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Parramatta
user102@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user197@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Canberra
user033@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Geelong
user116@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Geelong
user089@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Gold Coast
user047@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Gold Coast
user015@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Gold Coast
user078@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Parramatta
user182@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Sydney CBD
user073@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Gold Coast
user163@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Parramatta
user161@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user024@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Gold Coast
user152@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Parramatta
user169@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Parramatta
user087@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Gold Coast
user021@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Geelong
user068@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Gold Coast
user159@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Canberra
user075@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Gold Coast
user176@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Parramatta
user019@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Canberra
user107@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Canberra
user088@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Parramatta
user184@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Sydney CBD
user103@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Sydney CBD
user144@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Gold Coast
user120@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Parramatta
user064@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Canberra
user075@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Geelong
user064@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Canberra
user185@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Gold Coast
user128@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Parramatta
user079@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Canberra
user101@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Geelong
user056@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Parramatta
user013@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Geelong
user168@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Gold Coast
user003@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Gold Coast
user068@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Parramatta
user012@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Sydney CBD
user144@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Gold Coast
user074@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Gold Coast
user116@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Gold Coast
user175@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Gold Coast
user025@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Parramatta
user143@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Sydney CBD
user155@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Parramatta
user011@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Gold Coast
user183@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Parramatta
user117@example.com,10/02/2027 13:00,10/02/2027 13:30,Online,Gold Coast
user036@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Gold Coast
user042@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Sydney CBD
user152@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Sydney CBD
user137@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Gold Coast
user077@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Gold Coast
user085@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Sydney CBD
user079@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Gold Coast
user068@example.com,10/02/2027 08:00,10/02/2027 08:30,All,Canberra
user185@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Parramatta
user044@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Canberra
user199@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Gold Coast
user009@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Parramatta
user049@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Geelong
user108@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Sydney CBD
user106@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Parramatta
user189@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Canberra
user133@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Parramatta
user170@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Sydney CBD
user081@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Canberra
user088@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Gold Coast
user157@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Sydney CBD
user072@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Parramatta
user077@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user177@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Parramatta
user090@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Canberra
user074@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Sydney CBD
user098@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Gold Coast
user075@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Parramatta
user089@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Geelong
user192@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Sydney CBD
user138@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Parramatta
user036@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Sydney CBD
user062@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Gold Coast
user058@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Gold Coast
user106@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Geelong
user026@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Canberra
user041@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Gold Coast
user123@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Canberra
user074@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Sydney CBD
user060@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Gold Coast
user045@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Geelong
user102@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Geelong
user010@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Sydney CBD
user155@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Gold Coast
user117@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Sydney CBD
user035@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Canberra
user050@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Sydney CBD
user188@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Parramatta
user184@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Sydney CBD
user076@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Sydney CBD
user045@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Parramatta
user110@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Canberra
user103@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Geelong
user123@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Parramatta
user067@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Geelong
user193@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Canberra
user150@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Sydney CBD
user168@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Sydney CBD
user016@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Parramatta
user041@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Sydney CBD
user181@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Gold Coast
user164@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Geelong
user057@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Gold Coast
user040@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Canberra
user096@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Gold Coast
user121@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Gold Coast
user196@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Parramatta
user021@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Gold Coast
user181@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Gold Coast
user029@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Gold Coast
user052@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Gold Coast
user043@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Parramatta
user030@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Canberra
user126@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Gold Coast
user015@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Canberra
user107@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Gold Coast
user144@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Geelong
user186@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Sydney CBD
user001@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Sydney CBD
user012@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Geelong
user139@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Geelong
user009@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Canberra
user197@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Parramatta
user096@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Canberra
user097@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Canberra
user035@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Gold Coast
user138@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Parramatta
user187@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Parramatta
user077@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Geelong
user109@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Gold Coast
user064@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user071@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Parramatta
user009@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Geelong
user062@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Geelong
user153@example.com,10/02/2027 11:00,10/02/2027 11:30,In-Person,Geelong
user173@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Gold Coast
user103@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Geelong
user056@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Gold Coast
user075@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Gold Coast
user082@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Gold Coast
user061@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Sydney CBD
user057@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Gold Coast
user016@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Sydney CBD
user161@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Parramatta
user013@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Canberra
user135@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Canberra
user105@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Canberra
user048@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Canberra
user058@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user119@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Parramatta
user107@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Canberra
user100@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Parramatta
user085@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Parramatta
user024@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Sydney CBD
user014@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Parramatta
user155@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Gold Coast
user195@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Parramatta
user056@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Gold Coast
user078@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Sydney CBD
user190@example.com,10/02/2027 08:00,10/02/2027 08:30,In-Person,Parramatta
user063@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Canberra
user102@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Parramatta
user199@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Sydney CBD
user137@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Canberra
user093@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Sydney CBD
user026@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Canberra
user095@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Parramatta
user145@example.com,10/02/2027 13:00,10/02/2027 13:30,Online,Geelong
user005@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Parramatta
user149@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Gold Coast
user051@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Parramatta
user146@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra
user168@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Gold Coast
user186@example.com,10/02/2027 13:00,10/02/2027 13:30,Online,Canberra
user188@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Parramatta
user185@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Parramatta
user139@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user020@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Geelong
user036@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Canberra
user003@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Parramatta
user096@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Canberra
user124@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Gold Coast
user137@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Geelong
user005@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Geelong
user138@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Sydney CBD
user179@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Gold Coast
user025@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Geelong
user050@example.com,10/02/2027 16:00,10/02/2027 16:30,In-Person,Parramatta
user091@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Sydney CBD
user096@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Geelong
user063@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Gold Coast
user168@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Geelong
user098@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Canberra
user015@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Canberra
user022@example.com,10/02/2027 08:00,10/02/2027 08:30,All,Parramatta
user145@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Sydney CBD
user059@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Geelong
user122@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Gold Coast
user176@example.com,10/02/2027 12:00,10/02/2027 12:30,In-Person,Geelong
user169@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Gold Coast
user005@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Sydney CBD
user193@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Parramatta
user042@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Sydney CBD
user100@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Gold Coast
user194@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Canberra
user129@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Geelong
user112@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Geelong
user155@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Sydney CBD
user199@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Canberra
user116@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Sydney CBD
user142@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Sydney CBD
user175@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Parramatta
user022@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Canberra
user183@example.com,10/02/2027 17:30,10/02/2027 18:00,Online,Parramatta
user040@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user190@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Parramatta
user028@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Sydney CBD
user114@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user034@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Geelong
user115@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Canberra
user105@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Gold Coast
user091@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Geelong
user154@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user075@example.com,10/02/2027 13:00,10/02/2027 13:30,Online,Geelong
user186@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Geelong
user134@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user044@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Canberra
user069@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Sydney CBD
user043@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Geelong
user077@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Canberra
user065@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Sydney CBD
user153@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Canberra
user028@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Canberra
user102@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Geelong
user085@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Canberra
user167@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Canberra
user083@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Sydney CBD
user123@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Parramatta
user082@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra
user148@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Canberra
user072@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Canberra
user145@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Geelong
user047@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Gold Coast
user182@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Canberra
user178@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Sydney CBD
user036@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Canberra
user169@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Sydney CBD
user097@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Canberra
user123@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Gold Coast
user130@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Gold Coast
user093@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Geelong
user028@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Geelong
user043@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Sydney CBD
user166@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Gold Coast
user028@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Canberra
user057@example.com,10/02/2027 08:00,10/02/2027 08:30,In-Person,Sydney CBD
user143@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Gold Coast
user057@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Gold Coast
user119@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Canberra
user039@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Gold Coast
user027@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Canberra
user030@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Geelong
user088@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Sydney CBD
user124@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Gold Coast
user113@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Geelong
user077@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Geelong
user006@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Geelong
user174@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Geelong
user133@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Parramatta
user085@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Parramatta
user060@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Canberra
user048@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Parramatta
user189@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Geelong
user152@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Canberra
user181@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Geelong
user193@example.com,10/02/2027 11:00,10/02/2027 11:30,In-Person,Sydney CBD
user138@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Geelong
user051@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Sydney CBD
user172@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Sydney CBD
user153@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Sydney CBD
user151@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Canberra
user118@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Sydney CBD
user158@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Sydney CBD
user081@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Parramatta
user030@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Sydney CBD
user131@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Parramatta
user036@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Gold Coast
user048@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Canberra
user178@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Gold Coast
user126@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Parramatta
user081@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Parramatta
user092@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Geelong
user050@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Parramatta
user168@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Gold Coast
user107@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Canberra
user022@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Parramatta
user075@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Parramatta
user138@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Parramatta
user145@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra
user029@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Gold Coast
user199@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Sydney CBD
user194@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Gold Coast
user140@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Canberra
user189@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Geelong
user116@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Geelong
user113@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Geelong
user189@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Parramatta
user182@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Sydney CBD
user043@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Canberra
user053@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Parramatta
user137@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Sydney CBD
user044@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Gold Coast
user075@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Sydney CBD
user174@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Gold Coast
user016@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Canberra
